UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
COSS Community,@COSS_Community,2022-04-17T23:05:00.000Z,"COSS Community
@COSS_Community
·
Apr 17, 2022","COSS Weekly #75: $105.5M 

 $50M B from CCB Trust for 
@CocosEngine
 $25M A from 
@sevensevensix
 @alexisohanian
 @OSSCapital
 @tobi
 @lmaugustin
 for 
@calcom
 

 $15M from 
@Temasek
 for JiHu (
@gitlab
 )
 
 
@elonmusk
 wants to buy and OSS 
@Twitter
!
coss.community
COSS Weekly #75
Here's the seventy-fifth issue of COSS Weekly, the global commercial open source (COSS) company...
1
6
11",🌏 🔥 🐦 👽 📅 🚀 🦊 🐦,1,6,11,[],https://twitter.com/COSS_Community/status/1515828703598686216
Ruth E. Kastner,@rekastner,2022-04-17T23:58:39.000Z,"Ruth E. Kastner
@rekastner
·
Apr 17, 2022","Hey 
@Twitter
, keep me #Shadowbanned and I'll support Musk's hostile takeover. You deserve it.
1
1
3",,1,1,3,[],https://twitter.com/rekastner/status/1515842207487516672
Biden and Kamala? U.S. Constitution Warriors,@afammusician,2022-04-17T21:35:56.000Z,"Biden and Kamala? U.S. Constitution Warriors
@afammusician
·
Apr 17, 2022","Just think. If Elon Musk owns 
@Twitter
 @TwitterSupport
 he takes over proprietary properties and servers so the original owners cant go elsewhere to make a new startup.
1
3",,,1,3,[],https://twitter.com/afammusician/status/1515806289762390020
Chris,@DCPunker202,2022-04-17T22:43:11.000Z,"Chris
@DCPunker202
·
Apr 17, 2022","He bluffed them into showing their true nature. No matter what happens its a win win for Elon.. Check Mate! 
@Twitter",,,,,[],https://twitter.com/DCPunker202/status/1515823212164173824
Got A Big Head,@GotABigHeadNFT,2022-04-17T23:03:14.000Z,"Got A Big Head
@GotABigHeadNFT
·
Apr 17, 2022","Hey 
@elonmusk
 can you hurry up and buy 
@Twitter
 so I can tweet 
@CallofDuty
 ask if they can increase the running speed of the ballistic knife without being banned again for violent content smh 
1
1",🤣,,1,1,[],https://twitter.com/GotABigHeadNFT/status/1515828258964529154
Speak The Politic,@SpankThePolitic,2022-04-17T22:59:52.000Z,"Speak The Politic
@SpankThePolitic
·
Apr 17, 2022","Scenerio: Elon Musk quietly increases his $TWTR position to 14.8% from 9.1%.

On 4/20, he starts a massive national ad campaign offering public tender (maybe at $69.42/share ).

Musk aligns with other institutional investors for majority control of 
@Twitter
.
Quote Tweet
Elon Musk
@elonmusk
·
Apr 16, 2022
 Love Me Tender ",😁 🎶 🎶,,,,['https://pbs.twimg.com/profile_images/1590968738358079488/IY9Gx6Ok_normal.jpg'],https://twitter.com/SpankThePolitic/status/1515827411543158787
Real America's Voice (RAV),@RealAmVoice,2022-04-17T22:00:00.000Z,"Real America's Voice (RAV)
@RealAmVoice
·
Apr 17, 2022",".
@ElonMusk
's bid to buy 
@Twitter
 and take the company private has prompted backlash among political, cultural and corporate elites, especially on the left, who appear unwilling to cede control over the flow of information on the social media platform
americasvoice.news
Musk scores win exposing elitist orthodoxy — even if he loses Twitter bid - Real America's Voice...
Real America's Voice News is your one stop news and entertainment network.
11
38
140",,11,38,140,[],https://twitter.com/RealAmVoice/status/1515812345632546816
Mary&Paul,@PaMa102675,2022-04-17T23:00:54.000Z,"Mary&Paul
@PaMa102675
·
Apr 17, 2022","Really, 
@Twitter
@TwitterSupport
? 
You let trump back on? 
I guess Elon must've shaken you up.
1",,1,,,['https://pbs.twimg.com/media/FQlM7CbXsA8Sd23?format=jpg&name=900x900'],https://twitter.com/PaMa102675/status/1515827674400309257
Steve,@Drthvdr37,2022-04-17T23:12:59.000Z,"Steve
@Drthvdr37
·
Apr 17, 2022","@elonmusk
 wanting to buy 
@Twitter
 bigger news story than the subway shooter?
GIF",,,,,['https://pbs.twimg.com/tweet_video_thumb/FQlP_aGXsAcHLsK.jpg'],https://twitter.com/Drthvdr37/status/1515830711592357888
Mathilda,@mathildabonett,2022-04-17T22:50:28.000Z,"Mathilda
@mathildabonett
·
Apr 17, 2022","It’s stupid blocking 
@elonmusk
 to buy 
@Twitter
 and make it a free speech platform, because no one can stop him to create a new one and do the same. The only difference is that Twitter will die. 
1
1",😂,,1,1,[],https://twitter.com/mathildabonett/status/1515825045989384194
BIG_R3D_P3CK3R,@BIG_R3D_P3CK3R,2022-04-17T21:39:11.000Z,"BIG_R3D_P3CK3R
@BIG_R3D_P3CK3R
·
Apr 17, 2022",".
@elonmusk
 about to make people tired of the 
@Twitter
 board mega rich. Here comes unbridled #FreeSpeech, as it should be. (I can hear thousands of safety pin containers opening now. Is it too late to change my job to counselor? Buy stock in Kleenex?) #FirstAmendment
Quote Tweet
First Words
@unscriptedmike
·
Apr 16, 2022
Elon Musk tweeted “Love Me Tender” today. What does this mean? Sounds like Mr. Musk will bypass the board and invite the shareholders directly to sell (tender) their stock to him at a premium so they’ll make a shitload of money. Sounds like Plan B.
Show this thread",,,,,['https://pbs.twimg.com/profile_images/1020760328555155456/0WMbm9TY_normal.jpg'],https://twitter.com/BIG_R3D_P3CK3R/status/1515807108637380618
AY Allgood,@ayallgood,2022-04-17T21:43:28.000Z,"AY Allgood
@ayallgood
·
Apr 17, 2022","Replying to 
@nancylevine
 and 
@Twitter
Should we all buy a few shares?
1
1",,1,,1,[],https://twitter.com/ayallgood/status/1515808186078482448
Operation Rolling Blackouts! #ORB!,@GoStArTwOrKs,2022-04-17T23:46:59.000Z,"Operation Rolling Blackouts! #ORB!
@GoStArTwOrKs
·
Apr 17, 2022","Replying to 
@ravelesm
 and 
@Twitter
I thought Musk was the new M-word?
1",🙃 🤣,,,1,[],https://twitter.com/GoStArTwOrKs/status/1515839269604331520
Yes. I know. There’s prob a typo.,@joelmd70,2022-04-17T23:18:26.000Z,"Yes. I know. There’s prob a typo.
@joelmd70
·
Apr 17, 2022","Replying to 
@Jewels_ATX
 @Twitter
 and 
@HowleyReporter
I reported about 5 of his tweets. Probably could have spent an hour. My guess is Elon would be just fine with that hatred.
1
2",,1,,2,[],https://twitter.com/joelmd70/status/1515832083717009414
Oppress The Poor The Only Way To Wealth & Power,@BonesYours,2022-04-17T21:39:58.000Z,"Oppress The Poor The Only Way To Wealth & Power
@BonesYours
·
Apr 17, 2022","Replying to 
@charliekirk11
Like #Elon it trying to buy 
@twitter
 #PayToPlay
1",,,1,,[],https://twitter.com/BonesYours/status/1515807303030562816
Neil,@NPSusa,2022-04-17T22:53:54.000Z,"Neil
@NPSusa
·
Apr 17, 2022","According to 
@TheInformation
, Musk favors turning 
@Twitter
 into a subscription media, like Netflix, Disney, or Hulu.
Except, we wouldn't get movies for our money; we'd have to pay to speak.
Quote Tweet
Elon Musk
@elonmusk
·
Apr 14, 2022
Will endeavor to keep as many shareholders in privatized Twitter as allowed by law
Show this thread",,,,,['https://pbs.twimg.com/profile_images/1590968738358079488/IY9Gx6Ok_normal.jpg'],https://twitter.com/NPSusa/status/1515825909483323396
Cameron Machado,@cmachado925,2022-04-17T23:33:08.000Z,"Cameron Machado
@cmachado925
·
Apr 17, 2022","The libertarian answer to Blackrock buying all the homes and Bill Gates buying all the farmland is deregulating the market to make it easier and faster for them to buy all the homes and all the farmland.
1
8",,1,,8,[],https://twitter.com/cmachado925/status/1515835783822815232
Pep,@PepapeLeBatard,2022-04-17T23:50:38.000Z,"Pep
@PepapeLeBatard
·
Apr 17, 2022","Replying to 
@economist
 @Twitter
 and 
@verified
i mean we can only console ourselves with the fact that jack and elon must be getting plagued by these too
4",,,,4,[],https://twitter.com/PepapeLeBatard/status/1515840189507289098
mr green,@mrgreen06988961,2022-04-17T23:45:07.000Z,"mr green
@mrgreen06988961
·
Apr 17, 2022","@Twitter
 we want Elon to take over $twtr",,,,,[],https://twitter.com/mrgreen06988961/status/1515838798025822213
@BerdineHB,@BerdineHB,2022-04-17T22:09:15.000Z,"@BerdineHB
@Berdinedl
·
Apr 17, 2022","@Twitter
 please do not allow Musk to take over Twitter! Find a way to stop him. If he does a takeover, sadly l'll drop immediately!!",,,,,[],https://twitter.com/Berdinedl/status/1515814674931060737
Corey Ward,@coreyward,2022-04-17T22:02:51.000Z,"Corey Ward
@coreyward
·
Apr 17, 2022","Replying to 
@ursooperduper
 and 
@Twitter
I think you have to buy 100% of the shares to make suggestions.
1",,,,1,[],https://twitter.com/coreyward/status/1515813064481951752
Jenny,@gwmagic,2022-04-17T21:52:52.000Z,"Jenny
@gwmagic
·
Apr 17, 2022","@Twitter
 WHY DOES A LEGAL IMMIGRANT (Musk)
HAVE 
TO 
FIGHT FOR FREE SPEECH & OUR CONSTITUTION 
AGAINST
YOU  AMERICAN CITIZENS
WHO HAVE USED IT
FOR YOUR SUCCES????????????",,,,,[],https://twitter.com/gwmagic/status/1515810550004989964
"""Bob"" Dobbs 3000",@BobDobb41589309,2022-04-17T22:17:31.000Z,"""Bob"" Dobbs 3000
@BobDobb41589309
·
Apr 17, 2022","Replying to 
@gideonyu
 @elonmusk
 and 
@Twitter
Who knew Elon Musk would bring back the corporate raider of the 70's 80's and 90s'.

Expect a much higher bid.
2",,,,2,[],https://twitter.com/BobDobb41589309/status/1515816756795052034
Jill Crowe,@JillCro45703664,2022-04-17T22:28:49.000Z,"Jill Crowe
@JillCro45703664
·
Apr 17, 2022","Replying to 
@K_G_Andersen
 and 
@Twitter
Are you on Elon Musk's radar now?",,,,,[],https://twitter.com/JillCro45703664/status/1515819600277028874
ManBearPig *Super Cereal Account*,@PatQuixote,2022-04-17T22:50:09.000Z,"ManBearPig *Super Cereal Account*
@PatQuixote
·
Apr 17, 2022","@Twitter
 If you are going to ban Dr Malone but let 
@HarveyDelaney37
 be on here, Elon truly needs to take over. Fucking pathetic.",,,,,[],https://twitter.com/PatQuixote/status/1515824968352899075
Fernando Gonzales,@FernandoNYBlue,2022-04-17T22:53:09.000Z,"Fernando Gonzales
@FernandoNYBlue
·
Apr 17, 2022","Replying to 
@longdarkhatchet
 @Firewall700
 and 4 others
Wow... are you comparing the finacial sectors response to takeover hostilities Elon Musk initiated in an attempt to politicize his grievances he himself is responsible for when he maked fraudulent statements about Tesla having secured funding to go private in 2018?
1",,1,,,[],https://twitter.com/FernandoNYBlue/status/1515825720383127559
JustSearchin,@AndreasBoos,2022-04-17T23:13:04.000Z,"JustSearchin
@AndreasBoos
·
Apr 17, 2022","Replying to 
@elonmusk
Happy Easter, Elon!! 
No 
@Twitter
 though—ok?",,,,,[],https://twitter.com/AndreasBoos/status/1515830736221265921
Meg,@meggrey2000,2022-04-17T23:51:07.000Z,"Meg
@meggrey2000
·
Apr 17, 2022","Replying to 
@Alwaleed_Talal
 @elonmusk
 and 2 others
You are afraid of Elon Musk
1",,,,1,[],https://twitter.com/meggrey2000/status/1515840311750180866
Elmo Mush,@laepodcr1,2022-04-17T22:07:47.000Z,"Elmo Mush
@laepodcr1
·
Apr 17, 2022","Replying to 
@gr8fuldaniel
 @allen_fisher
 and 3 others
Elon doesn't have that kind of money either, ironically. it's all tied up and illiquid. also, he's going to lose his ass in the solar city suit, so you might spot him at your local dish station soon!",,,,,[],https://twitter.com/laepodcr1/status/1515814304213344258
Hadi Ahmadi,@TheHadiAhmadi,2022-04-17T23:33:35.000Z,"Hadi Ahmadi
@TheHadiAhmadi
·
Apr 17, 2022","Replying to @gingerbeardman 
@rsms
 and 2 others
Maybe He want to buy twitter to solve this problem ",😅,,,,[],https://twitter.com/TheHadiAhmadi/status/1515835896720936961
kessie herls,@kevvy005,2022-04-17T22:01:37.000Z,"kessie herls
@kevvy005
·
Apr 17, 2022","Replying to 
@SeanPlunket
 @elonmusk
 and 
@Twitter
Musk has the resources to create his own platform.",,,,,[],https://twitter.com/kevvy005/status/1515812753470107661
Morgana,@MorganaLadd,2022-04-17T23:34:08.000Z,"Morgana
@MorganaLadd
·
Apr 17, 2022","Replying to 
@MQSullivan
 @Twitter
 and 
@elonmusk
Elon has billions why not just build his own platform?
1",,1,,,[],https://twitter.com/MorganaLadd/status/1515836035602726921
Landon Silinsky,@landonjake24,2022-04-17T23:01:10.000Z,"Landon Silinsky
@landonjake24
·
Apr 17, 2022","Replying to 
@BryceMauro
 and 
@Twitter
Save us elon",,,,,[],https://twitter.com/landonjake24/status/1515827741177921538
Hemansu Mangal,@Hemansu,2022-04-17T22:04:25.000Z,"Hemansu Mangal
@Hemansu
·
Apr 17, 2022","Replying to 
@reedgalen
@Disney
 should buy 
@Twitter
 and watch the MAGA heads explode.",,,,,[],https://twitter.com/Hemansu/status/1515813457127485448
Toast,@jc3737,2022-04-17T23:07:44.000Z,"Toast
@jc3737
·
Apr 17, 2022","Replying to 
@gideonyu
 @elonmusk
 and 
@Twitter
Take the Musk offer, move on.
1",,,,1,[],https://twitter.com/jc3737/status/1515829392462663685
Brad / vivere militare est,@LNGeconomist,2022-04-17T22:31:19.000Z,"Brad / vivere militare est
@LNGeconomist
·
Apr 17, 2022","Nonsense. His motives are irrelevant to a fair price offer. Every Twitter seller since 11/15/21 would prefer Elon's price. That's multiple turns of the share float.
1",,,,1,[],https://twitter.com/LNGeconomist/status/1515820227204100104
Peter McPutPants,@petermcputpants,2022-04-17T23:27:43.000Z,"Peter McPutPants
@petermcputpants
·
Apr 17, 2022","Ha, I’m suing the board. I want my Musk monies.",,,,,[],https://twitter.com/petermcputpants/status/1515834423081639941
Michal Salaj,@salajm,2022-04-17T22:50:32.000Z,"Michal Salaj
@salajm
·
Apr 17, 2022","Replying to 
@FernandoNYBlue
 @Magsman7
 and 3 others
bad question. Anyone that can buy controlling stake of Twitter can have full control
1
2",,1,,2,[],https://twitter.com/salajm/status/1515825062615687170
Nope,@jillianjane,2022-04-17T23:32:09.000Z,"Nope
@jillianjane
·
Apr 17, 2022","Replying to 
@elonmusk
@elonmusk
 Go ahead with that poison pill 
@Twitter
 Will gladly buy discounted shares and DONATE them to the richest man in the world 
@elonmusk
 just to stop your ridiculous bs",,,,,[],https://twitter.com/jillianjane/status/1515835535004254212
Music soothes the soul,@jeananne7,2022-04-17T23:22:04.000Z,"Music soothes the soul
@jeananne7
·
Apr 17, 2022","Replying to 
@lisaminshall58
 @XlilniqX365
 and 3 others
Nick’s lame attempt to discredit me because they either stan over Musk, Trump**, or both.",,,,,[],https://twitter.com/jeananne7/status/1515833001003057154
Katherine Barrett Baker,@kbsquared1961,2022-04-17T23:42:38.000Z,"Katherine Barrett Baker
@kbsquared1961
·
Apr 17, 2022","@elonmusk
 Everyone’s favorite Easter joke! Happy Easter!  p.s. Methinks, of course knowing Elon’s cryptic tweets, there’s a larger plan afoot…re: 
@dogecoin
  and 
@Twitter
 Can’t wait!
Quote Tweet
Owen Breitbarth
@owenshift
·
Apr 17, 2022
Replying to @elonmusk",🌸 😎 🌼 ✝ 🐶 🐶 🐶 🐶,,,,"['https://pbs.twimg.com/profile_images/1123833860087844866/KMJIaLn0_normal.jpg', 'https://pbs.twimg.com/media/FQkz91tWQAAiP00?format=jpg&name=small']",https://twitter.com/kbsquared1961/status/1515838177017311236
Mathew Varghese,@MathewCongress,2022-04-17T22:59:47.000Z,"Mathew Varghese
@MathewCongress
·
Apr 17, 2022","Replying to 
@WIONews
 and 
@elonmusk
@elonmusk
 Shook the 
@Twitter
 World results will follow, CONGRATULATIONS SIR Musk",,,,,[],https://twitter.com/MathewCongress/status/1515827392417259526
Now Resisting from Australia!,@lang51b,2022-04-17T22:50:24.000Z,"Now Resisting from Australia!
@lang51b
·
Apr 17, 2022","@Twitterr
 board must agree with David because they're readying a poison pill if Musk attempts a hostile takeover.",,,,,[],https://twitter.com/lang51b/status/1515825028092563462
Fernando Gonzales,@FernandoNYBlue,2022-04-17T22:33:57.000Z,"Fernando Gonzales
@FernandoNYBlue
·
Apr 17, 2022","Replying to 
@Firewall700
 @MQSullivan
 and 3 others
Exactly... All this sudden pro Elon Musk total control of Twitter is just another avenue for minority rule to continue their assault on the true meaning of Democracy.
1",,,,1,[],https://twitter.com/FernandoNYBlue/status/1515820890239508481
Susie,@SwtRochester,2022-04-17T22:16:25.000Z,"Susie
@SwtRochester
·
Apr 17, 2022","Replying to 
@elonmusk
 and 
@ChrisJBakke
Who the hell are you to stir up this great company ending with 
@jack
 leaving? April started off great then we got hit with Jack leaving. The 
@twitter
 company is nothing with out him. You Musk need to be paying $77 a share to buy his company.",,,,,[],https://twitter.com/SwtRochester/status/1515816478079135747
Yolanda Supercute!,@travesurasmias,2022-04-17T23:57:32.000Z,"Yolanda Supercute!
@travesurasmias
·
Apr 17, 2022","Replying to 
@XlilniqX365
 @allen_fisher
 and 2 others
Elon is anti-free speech if it annoys him personally, bro. Look it up. Maybe TruthSocial is what you’re looking for. The speech over there is incredibly free…of sanity, logic, reason and facts. 
1",,,,1,[],https://twitter.com/travesurasmias/status/1515841925416325123
Derrick,@satansdaytons,2022-04-17T22:45:39.000Z,"Derrick
@satansdaytons
·
Apr 17, 2022","Elon was clear that he'd make it a free speech platform. Not sure what this discussion is about if that's not a common understanding?
1",,1,,,[],https://twitter.com/satansdaytons/status/1515823833965547522
Fled Cruz,@ChadJonesey,2022-04-17T23:54:29.000Z,"Fled Cruz
@ChadJonesey
·
Apr 17, 2022","Replying to 
@wiilsharaban
 @cmariegirard
 and 2 others
I can tell you are an Elon/Tesla fanboy. But you do you. If you can’t parse the differences between a gadget company and a purported campaign for free speech—that’s on you. But I’ll keep my line of thinking, it’s served me well.
1",,1,,,[],https://twitter.com/ChadJonesey/status/1515841156562788356
Frederic Mokren,@fmokren,2022-04-17T23:31:46.000Z,"Frederic Mokren
@fmokren
·
Apr 17, 2022","Replying to 
@jagsinghJPJ
 @gideonyu
 and 2 others
Look at you hitting me with an argument from authority. Just say you want Musk to own Twitter for emotional reasons you can’t explain and we can both get on with our day.
1
1",,1,,1,[],https://twitter.com/fmokren/status/1515835441110392833
Troll Troller,@BillEGoatGruff,2022-04-17T23:31:41.000Z,"Troll Troller
@BillEGoatGruff
·
Apr 17, 2022","Replying to 
@RealAmVoice
 @elonmusk
 and 
@Twitter
Black Tesla Employees Claim They Had To 'Move To The Back' When Elon Musk Was Coming
blackenterprise.com
Black Tesla Employees Claim They Had To 'Move To The Back' When Elon Musk Was Coming
A new report highlights the disturbing racist and discriminatory treatment Black employees were allegedly subjected to at Tesla's flagship California plant.
1",,1,,,['https://pbs.twimg.com/card_img/1619844792124309506/uWhl0wp9?format=jpg&name=small'],https://twitter.com/BillEGoatGruff/status/1515835417567846411
Young Americans for Liberty,@YALiberty,2022-04-18T22:30:00.000Z,"Young Americans for Liberty
@YALiberty
·
Apr 18, 2022","Elon Musk can't own Twitter but Big Pharma and defense contractors can own your politicians.
22
482
2,725",,22,482,"2,725",[],https://twitter.com/YALiberty/status/1516182285141172226
Ben Owen,@hrkbenowen,2022-04-18T23:01:23.000Z,"Ben Owen
@hrkbenowen
·
Apr 18, 2022","If Elon Musk succeeds in buying Twitter, he’ll no longer pay board members $3 million a year.
6
41
151",,6,41,151,[],https://twitter.com/hrkbenowen/status/1516190183393214469
"Dan Gerous, Inc.",@Anythingpork,2022-04-18T22:29:55.000Z,"Dan Gerous, Inc.
@Anythingpork
·
Apr 18, 2022","#WhenINeedSomeAttention

I offer to buy Twitter 
4
23
37",🐷 🏈 🦅 🍻 🙄,4,23,37,['https://pbs.twimg.com/media/FQqPvBMX0AE0ZHV?format=jpg&name=small'],https://twitter.com/Anythingpork/status/1516182264715091981
Fox News,@FoxNews,2022-04-18T23:14:18.000Z,"Fox News
@FoxNews
·
Apr 18, 2022","Joe Rogan rallies behind 'the great one' Elon Musk amid Twitter takeover fight: 'Everyone is so excited'
foxnews.com
Joe Rogan rallies behind 'the great one' Elon Musk amid Twitter takeover fight: 'Everyone is so...
The podcast giant rooted for the Tesla CEO's effort to take over Twitter on Saturday's installment of ""The Joe Rogan Experience.""
161
301
2,711",,161,301,"2,711",['https://pbs.twimg.com/card_img/1619617458545119234/iiPH3zCz?format=jpg&name=small'],https://twitter.com/FoxNews/status/1516193434591191040
Michael Steinberg,@MichaelStein777,2022-04-18T23:03:10.000Z,"Michael Steinberg
@MichaelStein777
·
Apr 18, 2022","Elon Musk can’t own Twitter but Pfizer can own Congress?
2
25
107",🙏,2,25,107,[],https://twitter.com/MichaelStein777/status/1516190629205725187
Forbes,@Forbes,2022-04-18T23:44:06.000Z,"Forbes
@Forbes
·
Apr 18, 2022","Tesla CEO Elon Musk and Former Twitter CEO Jack Dorsey lobbed complaints against Twitter's CEO this weekend. https://trib.al/dVWubD0
17
56
191",,17,56,191,"['https://pbs.twimg.com/media/FQqgtN3WYAQCQOg?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FQqgtXzX0AQmoqj?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FQqgtgJXsAEaD5A?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FQqgtonXMAsEMUa?format=jpg&name=360x360']",https://twitter.com/Forbes/status/1516200931863539723
Cher Digi,@Cher44725111,2022-04-18T23:25:00.000Z,"Cher Digi
@Cher44725111
·
Apr 18, 2022","If Elon Musk takes over twitter he may be considering a subscription fee monthly...no longer free...typical Billionaire...screws the little guy but oh god don't tax the wealthy....I say if that happens, bye bye Twitter & bring on taxing the wealthy
3
7
34",🖕 🖕,3,7,34,[],https://twitter.com/Cher44725111/status/1516196125820305419
Michael Ramirez,@Ramireztoons,2022-04-18T22:11:13.000Z,"Michael Ramirez
@Ramireztoons
·
Apr 18, 2022","ELON MUSK’S LATEST TWEET
https://michaelramirez.substack.com/p/michael-ramirez-twitters-easter-with?s=r…
Twitter: https://twitter.com/Ramireztoons
Like @ Facebook:http://facebook.com/Michael-Ramirez-Political-Cartoonist-92009530531/?fref=ts…
BOOK:http://amazon.com/Give-Me-Liberty-Obamacare/dp/150111025X…
http://mylvrj.com/ramirez
2
15
49",,2,15,49,['https://pbs.twimg.com/media/FQqLb92VIAA_R9r?format=jpg&name=small'],https://twitter.com/Ramireztoons/status/1516177558345162752
Iman Jalali,@Stealx,2022-04-18T23:16:15.000Z,"Iman Jalali
@Stealx
·
Apr 18, 2022","If Elon Musk's $40 billion bid for Twitter falls through, he could use that capital to buy a single Class B apartment building in Austin.
5
10
193",,5,10,193,[],https://twitter.com/Stealx/status/1516193921533194250
New York Angelo,@newyork_angelo,2022-04-18T23:47:26.000Z,"New York Angelo
@newyork_angelo
·
Apr 18, 2022","""Elon Musk threatens to cut Twitter board members’ salaries to $0 as his takeover bid morphs into a referendum on the company""
4
11
123",,4,11,123,[],https://twitter.com/newyork_angelo/status/1516201770514538497
Kelly Stuart (SkySpider on Mastodon),@SkySpider_,2022-04-18T23:45:43.000Z,"Kelly Stuart (SkySpider on Mastodon)
@SkySpider_
·
Apr 18, 2022","https://bloomberg.com/news/articles/2022-04-18/tesla-autopilot-stirs-u-s-alarm-as-disaster-waiting-to-happen…  A Tesla engineer /whistleblower released internal video of Tesla cars on self driving mode bursting in fiery crashes. Elon Musk immediately fired the employee then two days later said he would buy Twitter, effectively burying the story.
bloomberg.com
Tesla Autopilot Stirs U.S. Alarm as ‘Disaster Waiting to Happen’
Regulators are scrutinizing Tesla’s driver-assistance system more than ever, pointing to a potential crackdown that could alarm investors and consumers. 
18
26",,,18,26,['https://pbs.twimg.com/card_img/1619748826952224769/WiXRgXBu?format=jpg&name=small'],https://twitter.com/SkySpider_/status/1516201339411345408
Joe Biden is not our president,@1KAG007,2022-04-18T22:14:56.000Z,"Joe Biden is not our president
@1KAG007
·
Apr 18, 2022","The Washington-Compost put out an Op-Ed today against Elon Musk buying Twitter bc Elon Musk is a billionaire and the compost doesn’t think billionaires should own social media companies. But the owner of the compost, Jeff Bezo’s, is a gazillionaire. Hypocritical much.
3
8
18",,3,8,18,[],https://twitter.com/1KAG007/status/1516178493511454722
The New York Times,@nytimes,2022-04-18T21:40:05.000Z,"The New York Times
@nytimes
·
Apr 18, 2022","The private equity firm Apollo Global Management is said to be considering participating in a bid for Twitter by offering debt financing to potential buyers, including Elon Musk.
nytimes.com
Apollo is said to be considering participating in a bid for Twitter.
Investors have been skeptical that Elon Musk would be able to cobble together the funds needed to buy Twitter.
32
58
161",,32,58,161,['https://pbs.twimg.com/card_img/1620486121997193216/OUkU7_y2?format=jpg&name=small'],https://twitter.com/nytimes/status/1516169721250566156
Janice Hough,@leftcoastbabe,2022-04-18T22:14:16.000Z,"Janice Hough
@leftcoastbabe
·
Apr 18, 2022","Leaving Twitter aside, Elon Musk claimed in a TED Talk that one-way tickets on his SpaceX rockets to Mars are a ""doable"" cost - that 'almost anyone' could save up $100,000.

Tell me again how billionaires need to keep their tax cuts?
4
13
35",,4,13,35,[],https://twitter.com/leftcoastbabe/status/1516178325332377603
Joe Vargas,@AngryJoeShow,2022-04-18T22:12:31.000Z,"Joe Vargas
@AngryJoeShow
·
Apr 18, 2022","The News Crew Discusses Cyberpunk DLC, CDPR Sales Numbers, Elon wants to Buy Twitter, China Bans Streaming certain Games, and a New No Man's Sky? https://bit.ly/3vkG8MM RT & Share Plz!
9
21
163",,9,21,163,['https://pbs.twimg.com/media/FQqLttrXEAUQNB7?format=jpg&name=small'],https://twitter.com/AngryJoeShow/status/1516177884104298505
LilMoonLambo,@LilMoonLambo,2022-04-18T22:19:48.000Z,"LilMoonLambo
@LilMoonLambo
·
Apr 18, 2022","Grimes leaving Elon for Chelsea Manning then Elon buying out Twitter for 40 billion dollars just to ban Grimes is the greatest Seinfeld episode ever written
8
7
54",,8,7,54,[],https://twitter.com/LilMoonLambo/status/1516179715819724812
Dan Ives,@DivesTech,2022-04-18T22:01:54.000Z,"Dan Ives
@DivesTech
·
Apr 18, 2022","Based on media reports Apollo potentially entering the Twitter picture changes the narrative and now gives more credibility to PE helping acquire Twitter. Are they with or potentially competing against Musk? this remains the question. Street now views a deal path on the horizon
4
8
79",,4,8,79,[],https://twitter.com/DivesTech/status/1516175210730471428
David Gokhshtein,@davidgokhshtein,2022-04-18T21:42:17.000Z,"David Gokhshtein
@davidgokhshtein
·
Apr 18, 2022","I'm reading ‘Buy Twitter Stock’ Searches Surge After Musk Offer to Buy
gokhshteinmedia.com
‘Buy Twitter Stock’ Searches Surge After Musk Offer to Buy
    Tesla and SpaceX CEO Elon Musk knows how to do at least one thing well. He can garne...
97
17
71",,97,17,71,['https://pbs.twimg.com/card_img/1620009019279659008/vgRZ9s0f?format=png&name=small'],https://twitter.com/davidgokhshtein/status/1516170274626064392
dadthewisest,@dadthewisest1,2022-04-18T22:28:33.000Z,"dadthewisest
@dadthewisest1
·
Apr 18, 2022","@twitter
 @elonmusk
 I present a brief History of Elon Musk's many accomplishments #ElonMusk #funny #humor",,,,,['https://pbs.twimg.com/media/FQqPThIWQAwC-p9?format=jpg&name=small'],https://twitter.com/dadthewisest1/status/1516181917833510912
Laura Peñate,@Laura_E_Penate,2022-04-18T23:38:52.000Z,"Laura Peñate
@Laura_E_Penate
·
Apr 18, 2022","I am now officially offering to buy 
@twitter
 for $44 billion dollars
1
1",,,1,1,[],https://twitter.com/Laura_E_Penate/status/1516199616055848960
Hey You,@jugeebear,2022-04-18T22:21:10.000Z,"Hey You
@jugeebear
·
Apr 18, 2022","I don’t follow Elon Musk, Gym Jordon and various people like them. I notice 
@twitter
 pushed their tweets. Disgusting and wrong. Stop it 
@Twitter
 .
1",🆘,,,1,[],https://twitter.com/jugeebear/status/1516180061220614149
